state.name,year,Goodbills,BadBills
Florida,2005,4,0
Florida,2006,4,3
Florida,2007,5,1
Florida,2008,11,0
Florida,2009,10,0
Florida,2010,12,0
Florida,2011,12,2
Florida,2012,11,4
Florida,2013,9,0
Florida,2014,5,0
Florida,2015,11,3
Georgia,1982,,
Georgia,1983,,
Georgia,1984,,
Georgia,1985,,
Georgia,1986,,
Georgia,1987,,
Georgia,1988,,
Georgia,1989,,
Georgia,1990,,
Georgia,1991,,
Georgia,1992,,
Georgia,1993,,
Georgia,1994,,
Georgia,1995,,
Georgia,1996,,
Georgia,1997,,
Georgia,1998,,
Georgia,1999,,
Georgia,2000,,
Georgia,2001,,
Georgia,2002,,
Georgia,2003,,
Georgia,2004,2,4
Georgia,2005,2,1
Georgia,2006,3,1
Georgia,2007,2,1
Georgia,2008,3,0
Georgia,2009,3,1
Georgia,2010,9,1
Georgia,2011,3,1
Georgia,2012,5,1
Georgia,2013,5,0
Georgia,2014,1,5
Georgia,2015,7,2
Hawaii,1982,,
Hawaii,1983,,
Hawaii,1984,,
Hawaii,1985,,
Hawaii,1986,,
Hawaii,1987,,
Hawaii,1988,,
Hawaii,1989,,
Hawaii,1990,,
Hawaii,1991,,
Hawaii,1992,,
Hawaii,1993,,
Hawaii,1994,,
Hawaii,1995,,
Hawaii,1996,,
Hawaii,1997,,
Hawaii,1998,,
Hawaii,1999,,
Hawaii,2000,,
Hawaii,2001,,
Hawaii,2002,,
Hawaii,2003,,
Hawaii,2004,7,0
Hawaii,2005,11,0
Hawaii,2006,10,1
Hawaii,2007,4,1
Hawaii,2008,6,0
Hawaii,2009,7,1
Hawaii,2010,24,6
Hawaii,2011,28,4
Hawaii,2012,0,0
Hawaii,2013,22,8
Hawaii,2014,13,6
Hawaii,2015,15,5
Idaho,1982,,
Idaho,1983,,
Idaho,1984,,
Idaho,1985,,
Idaho,1986,,
Idaho,1987,,
Idaho,1988,,
Idaho,1989,,
Idaho,1990,,
Idaho,1991,,
Idaho,1992,,
Idaho,1993,,
Idaho,1994,,
Idaho,1995,,
Idaho,1996,,
Idaho,1997,,
Idaho,1998,,
Idaho,1999,,
Idaho,2000,,
Idaho,2001,,
Idaho,2002,,
Idaho,2003,,
Idaho,2004,0,1
Idaho,2005,0,1
Idaho,2006,0,2
Idaho,2007,0,0
Idaho,2008,1,0
Idaho,2009,1,0
Idaho,2010,2,1
Idaho,2011,2,0
Idaho,2012,2,0
Idaho,2013,0,0
Idaho,2014,0,2
Idaho,2015,3,0
Illinois,1982,,
Illinois,1983,,
Illinois,1984,,
Illinois,1985,,
Illinois,1986,,
Illinois,1987,,
Illinois,1988,,
Illinois,1989,,
Illinois,1990,,
Illinois,1991,,
Illinois,1992,,
Illinois,1993,,
Illinois,1994,,
Illinois,1995,,
Illinois,1996,,
Illinois,1997,,
Illinois,1998,,
Illinois,1999,,
Illinois,2000,,
Illinois,2001,,
Illinois,2002,,
Illinois,2003,,
Illinois,2004,7,4
Illinois,2005,2,7
Illinois,2006,4,9
Illinois,2007,4,2
Illinois,2008,8,2
Illinois,2009,4,2
Illinois,2010,16,3
Illinois,2011,6,4
Illinois,2012,7,4
Illinois,2013,10,4
Illinois,2014,10,2
Illinois,2015,16,2
Indiana,1982,,
Indiana,1983,,
Indiana,1984,,
Indiana,1985,,
Indiana,1986,,
Indiana,1987,,
Indiana,1988,,
Indiana,1989,,
Indiana,1990,,
Indiana,1991,,
Indiana,1992,,
Indiana,1993,,
Indiana,1994,,
Indiana,1995,,
Indiana,1996,,
Indiana,1997,,
Indiana,1998,,
Indiana,1999,,
Indiana,2000,,
Indiana,2001,,
Indiana,2002,,
Indiana,2003,,
Indiana,2004,3,1
Indiana,2005,1,9
Indiana,2006,0,2
Indiana,2007,2,1
Indiana,2008,6,1
Indiana,2009,3,0
Indiana,2010,2,3
Indiana,2011,4,2
Indiana,2012,2,0
Indiana,2013,2,4
Indiana,2014,3,1
Indiana,2015,3,5
Iowa,1982,,
Iowa,1983,,
Iowa,1984,,
Iowa,1985,,
Iowa,1986,,
Iowa,1987,,
Iowa,1988,,
Iowa,1989,,
Iowa,1990,,
Iowa,1991,,
Iowa,1992,,
Iowa,1993,,
Iowa,1994,,
Iowa,1995,,
Iowa,1996,,
Iowa,1997,,
Iowa,1998,,
Iowa,1999,,
Iowa,2000,,
Iowa,2001,,
Iowa,2002,,
Iowa,2003,,
Iowa,2004,5,6
Iowa,2005,7,2
Iowa,2006,13,2
Iowa,2007,4,1
Iowa,2008,0,2
Iowa,2009,2,2
Iowa,2010,14,6
Iowa,2011,1,5
Iowa,2012,1,5
Iowa,2013,6,4
Iowa,2014,8,0
Iowa,2015,9,2
Kansas,1982,,
Kansas,1983,,
Kansas,1984,,
Kansas,1985,,
Kansas,1986,,
Kansas,1987,,
Kansas,1988,,
Kansas,1989,,
Kansas,1990,,
Kansas,1991,,
Kansas,1992,,
Kansas,1993,,
Kansas,1994,,
Kansas,1995,,
Kansas,1996,,
Kansas,1997,,
Kansas,1998,,
Kansas,1999,,
Kansas,2000,,
Kansas,2001,,
Kansas,2002,,
Kansas,2003,,
Kansas,2004,0,3
Kansas,2005,2,1
Kansas,2006,2,1
Kansas,2007,1,1
Kansas,2008,1,1
Kansas,2009,1,1
Kansas,2010,2,1
Kansas,2011,5,2
Kansas,2012,6,3
Kansas,2013,2,0
Kansas,2014,3,5
Kansas,2015,1,2
Kentucky,1982,,
Kentucky,1983,,
Kentucky,1984,,
Kentucky,1985,,
Kentucky,1986,,
Kentucky,1987,,
Kentucky,1988,,
Kentucky,1989,,
Kentucky,1990,,
Kentucky,1991,,
Kentucky,1992,,
Kentucky,1993,,
Kentucky,1994,,
Kentucky,1995,,
Kentucky,1996,,
Kentucky,1997,,
Kentucky,1998,,
Kentucky,1999,,
Kentucky,2000,,
Kentucky,2001,,
Kentucky,2002,,
Kentucky,2003,,
Kentucky,2004,4,8
Kentucky,2005,2,4
Kentucky,2006,4,4
Kentucky,2007,0,4
Kentucky,2008,5,1
Kentucky,2009,2,2
Kentucky,2010,8,1
Kentucky,2011,8,2
Kentucky,2012,7,1
Kentucky,2013,6,2
Kentucky,2014,3,3
Kentucky,2015,4,3
Louisiana,1982,,
Louisiana,1983,,
Louisiana,1984,,
Louisiana,1985,,
Louisiana,1986,,
Louisiana,1987,,
Louisiana,1988,,
Louisiana,1989,,
Louisiana,1990,,
Louisiana,1991,,
Louisiana,1992,,
Louisiana,1993,,
Louisiana,1994,,
Louisiana,1995,,
Louisiana,1996,,
Louisiana,1997,,
Louisiana,1998,,
Louisiana,1999,,
Louisiana,2000,,
Louisiana,2001,,
Louisiana,2002,,
Louisiana,2003,,
Louisiana,2004,5,5
Louisiana,2005,3,0
Louisiana,2006,3,2
Louisiana,2007,1,0
Louisiana,2008,4,0
Louisiana,2009,1,3
Louisiana,2010,7,2
Louisiana,2011,3,0
Louisiana,2012,10,2
Louisiana,2013,5,3
Louisiana,2014,15,2
Louisiana,2015,5,2
Maine,1982,,
Maine,1983,,
Maine,1984,,
Maine,1985,,
Maine,1986,,
Maine,1987,,
Maine,1988,,
Maine,1989,,
Maine,1990,,
Maine,1991,,
Maine,1992,,
Maine,1993,,
Maine,1994,,
Maine,1995,,
Maine,1996,,
Maine,1997,,
Maine,1998,,
Maine,1999,,
Maine,2000,,
Maine,2001,,
Maine,2002,,
Maine,2003,,
Maine,2004,1,1
Maine,2005,2,2
Maine,2006,5,0
Maine,2007,4,0
Maine,2008,0,0
Maine,2009,3,0
Maine,2010,0,0
Maine,2011,2,2
Maine,2012,2,0
Maine,2013,2,0
Maine,2014,1,1
Maine,2015,2,1
Maryland,1982,,
Maryland,1983,,
Maryland,1984,,
Maryland,1985,,
Maryland,1986,,
Maryland,1987,,
Maryland,1988,,
Maryland,1989,,
Maryland,1990,,
Maryland,1991,,
Maryland,1992,,
Maryland,1993,,
Maryland,1994,,
Maryland,1995,,
Maryland,1996,,
Maryland,1997,,
Maryland,1998,,
Maryland,1999,,
Maryland,2000,,
Maryland,2001,,
Maryland,2002,,
Maryland,2003,,
Maryland,2004,5,2
Maryland,2005,5,3
Maryland,2006,1,9
Maryland,2007,3,2
Maryland,2008,15,2
Maryland,2009,7,2
Maryland,2010,11,7
Maryland,2011,14,1
Maryland,2012,4,4
Maryland,2013,4,1
Maryland,2014,7,0
Maryland,2015,13,0
Massachusetts,1982,,
Massachusetts,1983,,
Massachusetts,1984,,
Massachusetts,1985,,
Massachusetts,1986,,
Massachusetts,1987,,
Massachusetts,1988,,
Massachusetts,1989,,
Massachusetts,1990,,
Massachusetts,1991,,
Massachusetts,1992,,
Massachusetts,1993,,
Massachusetts,1994,,
Massachusetts,1995,,
Massachusetts,1996,,
Massachusetts,1997,,
Massachusetts,1998,,
Massachusetts,1999,,
Massachusetts,2000,,
Massachusetts,2001,,
Massachusetts,2002,,
Massachusetts,2003,,
Massachusetts,2004,6,1
Massachusetts,2005,5,3
Massachusetts,2006,5,4
Massachusetts,2007,7,7
Massachusetts,2008,11,7
Massachusetts,2009,13,4
Massachusetts,2010,26,5
Massachusetts,2011,15,4
Massachusetts,2012,14,4
Massachusetts,2013,21,7
Massachusetts,2014,6,0
Massachusetts,2015,14,4
Michigan,1982,,
Michigan,1983,,
Michigan,1984,,
Michigan,1985,,
Michigan,1986,,
Michigan,1987,,
Michigan,1988,,
Michigan,1989,,
Michigan,1990,,
Michigan,1991,,
Michigan,1992,,
Michigan,1993,,
Michigan,1994,,
Michigan,1995,,
Michigan,1996,,
Michigan,1997,,
Michigan,1998,,
Michigan,1999,,
Michigan,2000,,
Michigan,2001,,
Michigan,2002,,
Michigan,2003,,
Michigan,2004,3,5
Michigan,2005,6,1
Michigan,2006,12,5
Michigan,2007,4,3
Michigan,2008,9,0
Michigan,2009,9,1
Michigan,2010,20,1
Michigan,2011,20,7
Michigan,2012,24,9
Michigan,2013,16,1
Michigan,2014,6,3
Michigan,2015,22,8
Minnesota,1982,,
Minnesota,1983,,
Minnesota,1984,,
Minnesota,1985,,
Minnesota,1986,,
Minnesota,1987,,
Minnesota,1988,,
Minnesota,1989,,
Minnesota,1990,,
Minnesota,1991,,
Minnesota,1992,,
Minnesota,1993,,
Minnesota,1994,,
Minnesota,1995,,
Minnesota,1996,,
Minnesota,1997,,
Minnesota,1998,,
Minnesota,1999,,
Minnesota,2000,,
Minnesota,2001,,
Minnesota,2002,,
Minnesota,2003,,
Minnesota,2004,2,3
Minnesota,2005,3,7
Minnesota,2006,7,15
Minnesota,2007,4,1
Minnesota,2008,5,3
Minnesota,2009,10,2
Minnesota,2010,26,6
Minnesota,2011,4,8
Minnesota,2012,22,4
Minnesota,2013,19,3
Minnesota,2014,5,0
Minnesota,2015,8,7
Mississippi,1982,,
Mississippi,1983,,
Mississippi,1984,,
Mississippi,1985,,
Mississippi,1986,,
Mississippi,1987,,
Mississippi,1988,,
Mississippi,1989,,
Mississippi,1990,,
Mississippi,1991,,
Mississippi,1992,,
Mississippi,1993,,
Mississippi,1994,,
Mississippi,1995,,
Mississippi,1996,,
Mississippi,1997,,
Mississippi,1998,,
Mississippi,1999,,
Mississippi,2000,,
Mississippi,2001,,
Mississippi,2002,,
Mississippi,2003,,
Mississippi,2004,1,3
Mississippi,2005,1,1
Mississippi,2006,1,1
Mississippi,2007,2,1
Mississippi,2008,2,4
Mississippi,2009,3,3
Mississippi,2010,11,6
Mississippi,2011,6,5
Mississippi,2012,1,4
Mississippi,2013,4,0
Mississippi,2014,3,6
Mississippi,2015,5,3
Missouri,1982,,
Missouri,1983,,
Missouri,1984,,
Missouri,1985,,
Missouri,1986,,
Missouri,1987,,
Missouri,1988,,
Missouri,1989,,
Missouri,1990,,
Missouri,1991,,
Missouri,1992,,
Missouri,1993,,
Missouri,1994,,
Missouri,1995,,
Missouri,1996,,
Missouri,1997,,
Missouri,1998,,
Missouri,1999,,
Missouri,2000,,
Missouri,2001,,
Missouri,2002,,
Missouri,2003,,
Missouri,2004,2,6
Missouri,2005,5,1
Missouri,2006,6,3
Missouri,2007,2,2
Missouri,2008,3,0
Missouri,2009,5,1
Missouri,2010,13,4
Missouri,2011,11,7
Missouri,2012,9,5
Missouri,2013,9,5
Missouri,2014,10,4
Missouri,2015,12,8
Montana,1982,,
Montana,1983,,
Montana,1984,,
Montana,1985,,
Montana,1986,,
Montana,1987,,
Montana,1988,,
Montana,1989,,
Montana,1990,,
Montana,1991,,
Montana,1992,,
Montana,1993,,
Montana,1994,,
Montana,1995,,
Montana,1996,,
Montana,1997,,
Montana,1998,,
Montana,1999,,
Montana,2000,,
Montana,2001,,
Montana,2002,,
Montana,2003,,
Montana,2004,0,0
Montana,2005,6,0
Montana,2006,0,0
Montana,2007,2,0
Montana,2008,0,0
Montana,2009,6,1
Montana,2010,0,0
Montana,2011,5,1
Montana,2012,0,0
Montana,2013,4,2
Montana,2014,0,0
Montana,2015,7,2
Nebraska,1982,,
Nebraska,1983,,
Nebraska,1984,,
Nebraska,1985,,
Nebraska,1986,,
Nebraska,1987,,
Nebraska,1988,,
Nebraska,1989,,
Nebraska,1990,,
Nebraska,1991,,
Nebraska,1992,,
Nebraska,1993,,
Nebraska,1994,,
Nebraska,1995,,
Nebraska,1996,,
Nebraska,1997,,
Nebraska,1998,,
Nebraska,1999,,
Nebraska,2000,,
Nebraska,2001,,
Nebraska,2002,,
Nebraska,2003,,
Nebraska,2004,2,0
Nebraska,2005,3,0
Nebraska,2006,3,0
Nebraska,2007,2,1
Nebraska,2008,2,0
Nebraska,2009,1,0
Nebraska,2010,2,0
Nebraska,2011,4,0
Nebraska,2012,3,0
Nebraska,2013,5,1
Nebraska,2014,1,0
Nebraska,2015,8,0
Nevada,1982,,
Nevada,1983,,
Nevada,1984,,
Nevada,1985,,
Nevada,1986,,
Nevada,1987,,
Nevada,1988,,
Nevada,1989,,
Nevada,1990,,
Nevada,1991,,
Nevada,1992,,
Nevada,1993,,
Nevada,1994,,
Nevada,1995,,
Nevada,1996,,
Nevada,1997,,
Nevada,1998,,
Nevada,1999,,
Nevada,2000,,
Nevada,2001,,
Nevada,2002,,
Nevada,2003,,
Nevada,2004,0,0
Nevada,2005,1,0
Nevada,2006,0,0
Nevada,2007,2,0
Nevada,2008,0,0
Nevada,2009,8,0
Nevada,2010,0,0
Nevada,2011,11,1
Nevada,2012,0,0
Nevada,2013,6,0
Nevada,2014,0,0
Nevada,2015,8,5
New Hampshire,1982,,
New Hampshire,1983,,
New Hampshire,1984,,
New Hampshire,1985,,
New Hampshire,1986,,
New Hampshire,1987,,
New Hampshire,1988,,
New Hampshire,1989,,
New Hampshire,1990,,
New Hampshire,1991,,
New Hampshire,1992,,
New Hampshire,1993,,
New Hampshire,1994,,
New Hampshire,1995,,
New Hampshire,1996,,
New Hampshire,1997,,
New Hampshire,1998,,
New Hampshire,1999,,
New Hampshire,2000,,
New Hampshire,2001,,
New Hampshire,2002,,
New Hampshire,2003,,
New Hampshire,2004,0,1
New Hampshire,2005,1,1
New Hampshire,2006,0,1
New Hampshire,2007,7,1
New Hampshire,2008,2,2
New Hampshire,2009,7,6
New Hampshire,2010,2,5
New Hampshire,2011,0,5
New Hampshire,2012,0,4
New Hampshire,2013,1,0
New Hampshire,2014,0,0
New Hampshire,2015,2,1
New Jersey,1982,,
New Jersey,1983,,
New Jersey,1984,,
New Jersey,1985,,
New Jersey,1986,,
New Jersey,1987,,
New Jersey,1988,,
New Jersey,1989,,
New Jersey,1990,,
New Jersey,1991,,
New Jersey,1992,,
New Jersey,1993,,
New Jersey,1994,,
New Jersey,1995,,
New Jersey,1996,,
New Jersey,1997,,
New Jersey,1998,,
New Jersey,1999,,
New Jersey,2000,,
New Jersey,2001,,
New Jersey,2002,,
New Jersey,2003,,
New Jersey,2004,4,5
New Jersey,2005,17,4
New Jersey,2006,15,4
New Jersey,2007,2,3
New Jersey,2008,7,5
New Jersey,2009,19,5
New Jersey,2010,13,4
New Jersey,2011,20,4
New Jersey,2012,12,6
New Jersey,2013,5,4
New Jersey,2014,16,4
New Jersey,2015,14,1
New Mexico,1982,,
New Mexico,1983,,
New Mexico,1984,,
New Mexico,1985,,
New Mexico,1986,,
New Mexico,1987,,
New Mexico,1988,,
New Mexico,1989,,
New Mexico,1990,,
New Mexico,1991,,
New Mexico,1992,,
New Mexico,1993,,
New Mexico,1994,,
New Mexico,1995,,
New Mexico,1996,,
New Mexico,1997,,
New Mexico,1998,,
New Mexico,1999,,
New Mexico,2000,,
New Mexico,2001,,
New Mexico,2002,,
New Mexico,2003,,
New Mexico,2004,2,0
New Mexico,2005,4,3
New Mexico,2006,0,0
New Mexico,2007,4,2
New Mexico,2008,2,1
New Mexico,2009,7,2
New Mexico,2010,3,3
New Mexico,2011,5,5
New Mexico,2012,0,1
New Mexico,2013,2,1
New Mexico,2014,1,0
New Mexico,2015,6,0
New York,1982,,
New York,1983,,
New York,1984,,
New York,1985,,
New York,1986,,
New York,1987,,
New York,1988,,
New York,1989,,
New York,1990,,
New York,1991,,
New York,1992,,
New York,1993,,
New York,1994,,
New York,1995,,
New York,1996,,
New York,1997,,
New York,1998,,
New York,1999,,
New York,2000,,
New York,2001,,
New York,2002,,
New York,2003,,
New York,2004,36,4
New York,2005,58,5
New York,2006,70,6
New York,2007,32,3
New York,2008,26,1
New York,2009,65,1
New York,2010,92,0
New York,2011,62,5
New York,2012,82,7
New York,2013,37,5
New York,2014,15,2
New York,2015,56,7
North Carolina,1982,,
North Carolina,1983,,
North Carolina,1984,,
North Carolina,1985,,
North Carolina,1986,,
North Carolina,1987,,
North Carolina,1988,,
North Carolina,1989,,
North Carolina,1990,,
North Carolina,1991,,
North Carolina,1992,,
North Carolina,1993,,
North Carolina,1994,,
North Carolina,1995,,
North Carolina,1996,,
North Carolina,1997,,
North Carolina,1998,,
North Carolina,1999,,
North Carolina,2000,,
North Carolina,2001,,
North Carolina,2002,,
North Carolina,2003,,
North Carolina,2004,1,1
North Carolina,2005,4,2
North Carolina,2006,0,2
North Carolina,2007,4,1
North Carolina,2008,5,4
North Carolina,2009,6,4
North Carolina,2010,4,4
North Carolina,2011,4,3
North Carolina,2012,4,1
North Carolina,2013,3,2
North Carolina,2014,0,0
North Carolina,2015,4,2
North Dakota,1982,,
North Dakota,1983,,
North Dakota,1984,,
North Dakota,1985,,
North Dakota,1986,,
North Dakota,1987,,
North Dakota,1988,,
North Dakota,1989,,
North Dakota,1990,,
North Dakota,1991,,
North Dakota,1992,,
North Dakota,1993,,
North Dakota,1994,,
North Dakota,1995,,
North Dakota,1996,,
North Dakota,1997,,
North Dakota,1998,,
North Dakota,1999,,
North Dakota,2000,,
North Dakota,2001,,
North Dakota,2002,,
North Dakota,2003,,
North Dakota,2004,0,0
North Dakota,2005,0,0
North Dakota,2006,0,0
North Dakota,2007,0,0
North Dakota,2008,0,0
North Dakota,2009,1,0
North Dakota,2010,0,0
North Dakota,2011,6,1
North Dakota,2012,0,0
North Dakota,2013,1,0
North Dakota,2014,0,0
North Dakota,2015,2,0
Ohio,1982,,
Ohio,1983,,
Ohio,1984,,
Ohio,1985,,
Ohio,1986,,
Ohio,1987,,
Ohio,1988,,
Ohio,1989,,
Ohio,1990,,
Ohio,1991,,
Ohio,1992,,
Ohio,1993,,
Ohio,1994,,
Ohio,1995,,
Ohio,1996,,
Ohio,1997,,
Ohio,1998,,
Ohio,1999,,
Ohio,2000,,
Ohio,2001,,
Ohio,2002,,
Ohio,2003,,
Ohio,2004,4,2
Ohio,2005,1,0
Ohio,2006,1,1
Ohio,2007,0,0
Ohio,2008,2,0
Ohio,2009,3,0
Ohio,2010,9,0
Ohio,2011,9,0
Ohio,2012,9,0
Ohio,2013,6,0
Ohio,2014,1,1
Ohio,2015,6,2
Oklahoma,1982,,
Oklahoma,1983,,
Oklahoma,1984,,
Oklahoma,1985,,
Oklahoma,1986,,
Oklahoma,1987,,
Oklahoma,1988,,
Oklahoma,1989,,
Oklahoma,1990,,
Oklahoma,1991,,
Oklahoma,1992,,
Oklahoma,1993,,
Oklahoma,1994,,
Oklahoma,1995,,
Oklahoma,1996,,
Oklahoma,1997,,
Oklahoma,1998,,
Oklahoma,1999,,
Oklahoma,2000,,
Oklahoma,2001,,
Oklahoma,2002,,
Oklahoma,2003,,
Oklahoma,2004,0,10
Oklahoma,2005,2,3
Oklahoma,2006,2,4
Oklahoma,2007,0,2
Oklahoma,2008,4,2
Oklahoma,2009,5,1
Oklahoma,2010,8,2
Oklahoma,2011,10,1
Oklahoma,2012,12,2
Oklahoma,2013,6,3
Oklahoma,2014,2,5
Oklahoma,2015,3,18
Oregon,1982,,
Oregon,1983,,
Oregon,1984,,
Oregon,1985,,
Oregon,1986,,
Oregon,1987,,
Oregon,1988,,
Oregon,1989,,
Oregon,1990,,
Oregon,1991,,
Oregon,1992,,
Oregon,1993,,
Oregon,1994,,
Oregon,1995,,
Oregon,1996,,
Oregon,1997,,
Oregon,1998,,
Oregon,1999,,
Oregon,2000,,
Oregon,2001,,
Oregon,2002,,
Oregon,2003,,
Oregon,2004,0,0
Oregon,2005,12,2
Oregon,2006,0,0
Oregon,2007,7,0
Oregon,2008,0,0
Oregon,2009,6,0
Oregon,2010,0,0
Oregon,2011,5,0
Oregon,2012,0,0
Oregon,2013,1,0
Oregon,2014,1,0
Oregon,2015,19,0
Pennsylvania,1982,,
Pennsylvania,1983,,
Pennsylvania,1984,,
Pennsylvania,1985,,
Pennsylvania,1986,,
Pennsylvania,1987,,
Pennsylvania,1988,,
Pennsylvania,1989,,
Pennsylvania,1990,,
Pennsylvania,1991,,
Pennsylvania,1992,,
Pennsylvania,1993,,
Pennsylvania,1994,,
Pennsylvania,1995,,
Pennsylvania,1996,,
Pennsylvania,1997,,
Pennsylvania,1998,,
Pennsylvania,1999,,
Pennsylvania,2000,,
Pennsylvania,2001,,
Pennsylvania,2002,,
Pennsylvania,2003,,
Pennsylvania,2004,6,1
Pennsylvania,2005,2,0
Pennsylvania,2006,3,2
Pennsylvania,2007,1,3
Pennsylvania,2008,6,1
Pennsylvania,2009,11,0
Pennsylvania,2010,16,2
Pennsylvania,2011,20,2
Pennsylvania,2012,24,5
Pennsylvania,2013,20,5
Pennsylvania,2014,5,2
